,Text,Ground truth,Prediction,Probability
186,"differences in citation rates by country of origin for papers published in top ranked medical journals do they reflect inequalities in access to publication Background The acceptance of a paper in a top-ranked journal depends on the importance of the study, and should not depend on its country of origin. If the papers9 citation rate is a proxy for their importance, and the threshold for acceptance is unrelated to the country of origin, papers from different countries published in the same journal should have a similar number of citations. Conversely, if the threshold is lowered for some countries, their papers will have a lower mean citation rate. Methods The number of citations and the corresponding author9s country were obtained for 4724 papers published between 1998 and 2002 in the British Medical Journal , the Lancet , Journal of the American Medical Association and New England Journal of Medicine . Countries were grouped according to the World Bank classification and geographical location: low–middle income countries; high-income European countries; high-income non-European countries; UK and USA. The probability of papers being poorly cited by country of origin was estimated, using domestic papers (British papers published in British journals and US papers published in US journals) as the reference. Results Compared with domestic papers, the OR of being poorly cited was 0.67 (95% CI 0.55 to 0.81) for papers from high-income European countries, 0.97 (0.76 to 1.24) for papers from high-income non-European countries and 1.93 (1.28 to 2.89) for papers from low–middle income countries. Conclusions Papers from different countries published in the same journal have different citation rates. This may reflect difficulties for researchers from some countries to publish their research in leading medical journals.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.9999833106994629, 8.997076292871498e-07, 1.4461326827586163e-05, 1.3052409485680982e-05, 3.800256536123925e-07, 1.9233507373428438e-06, 9.443775752515648e-07, 7.645944606338162e-07, 8.961221737990854e-07]"
187,"do ethnicity and gender matter when using the theory of planned behavior to understand fruit and vegetable consumption A majority of Americans do not meet the recommendation to eat five servings of fruits and vegetables per day (5-A-Day). The purpose of the present study was to examine the utility of the theory of planned behavior (TPB) for understanding 5-A-Day intentions and behavior and to determine whether any of the TPB relationships were moderated by ethnicity or gender. A total of 413 participants completed a baseline TPB questionnaire and a fruit and vegetable consumption measure 2 weeks later. Path analyses showed that affective attitude and perceived behavioral control significantly predicted intention for blacks, whites, males and females (R(2) ranged from .32 to .40), whereas subjective norm was a significant predictor for blacks, males, and females only. Intention significantly predicted 5-A-Day (R(2) ranged from .17 to .22) for all groups. Follow-up invariance analyses showed that the subjective norm/intention relationship was significantly stronger for black compared to white students. Finally, several key beliefs were identified for all four demographic groups. Therefore, the current results suggest that the TPB may be a useful framework to utilize when developing 5-A-Day interventions.","[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1, 1, 1, 0, 0, 1, 0, 0, 0]","[0.8388651013374329, 0.9999991655349731, 0.9961522221565247, 7.0580699684796855e-06, 3.7577845546366007e-07, 0.9999978542327881, 9.435718197892129e-07, 5.694444666914933e-07, 6.895806450302189e-07]"
188,"predicting intended and self perceived sugar restriction among tanzanian students using the theory of planned behavior This study examines the applicability and sufficiency of the Theory of Planned Behavior (TPB) in predicting intention and self-perceived behavior with respect to avoiding between-meal intake of sugared snacks and drinks. One thousand one hundred and twenty-three Tanzanian students (mean age 26.4 years) completed self-administered questionnaires designed to measure the components of the TPB during May–July, 1999. Self-perceived sugar consumption was obtained in a subsample of respondents (n = 228) four weeks later. The TPB provided a significant prediction of intention (R2= 0.44), with attitude (= 0.25), subjective norms (= 0.28) and perceived behavioral control (= 0.35) significant, and subsequent behavior (R2 = 0.15, with intention (= 0.25) and perceived behavioral control (= 0.18) significant. Frequency of past behavior explained a significant, albeit small, amount of additional variance in intention (1 percent) and behavior (4 percent). The results indicate that the TPB is applicable to the prediction ...","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 1, 0, 0, 0]","[0.9999996423721313, 0.9996880292892456, 1.3465036317938939e-05, 1.0870000551221892e-05, 4.212248825297138e-07, 0.9999974966049194, 5.3459402806765866e-06, 1.0929841209872393e-06, 6.341280709420971e-07]"
189,"treatment of danish adolescent diabetic patients with csii a matched study to mdi Objective: To compare two intensified insulin therapy regimens – continuous subcutaneous insulin infusion (CSII) against multiple daily insulin injection (MDI) – in Danish adolescents examined in a prospective, matched controlled study design. Research design and methods: Thirty type 1 diabetic adolescents at CSII and 26 matched MDI controls were included in this open intention-to-treat study. Actrapid was used in both groups. Before study entry, all participants followed a brush-up course in order to minimize study effect. At each visit, the following parameters were recorded: hemoglobin A1c (HbA1c), insulin dose, weight, number of hypoglycemic and diabetic ketoacidosis (DKA) events, and the time resources used. At entry and exit of the study, diet registration and validated quality-of-life (QoL) questionnaires were filled by the participants. Results: A non-significant decline in HbA1c was seen in both groups (p = 0.468); HbA1c decreased from 9.5 to 8.9% and from 9.7 to 9.5% in the CSII and MDI group, respectively. The insulin dose and the number of severe hypoglycemic events per patient were lower (non-significant) in the CSII group. Both groups showed increased body mass index – highest in the CSII group – and mild to moderate DKA episodes were only seen among CSII users. No differences could be demonstrated within the QoL or diet registrations. Conclusions: CSII treatment is beneficial as an intensified insulin therapy for selected type 1 diabetic patients and both MDI and CSII can be offered by the professional diabetes team to better tailor therapy. In future, there is a strong need to identify the characteristics of responders to CSII treatment in order to increase the efficacy and safety of CSII treatment.","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 1, 0, 0, 0, 0, 0]","[0.9999996423721313, 0.034474920481443405, 7.510048817493953e-06, 0.9999793767929077, 3.3544344546498905e-07, 2.1010473574278876e-06, 9.344956310997077e-07, 1.1150334557896713e-06, 5.708941444027005e-07]"
190,"using a domains approach to build community empowerment This paper provides two case study examples of how community empowerment can be better conceptualized, planned and applied within a programme context by using a domains approach. What is new about this approach is that it does not start with a blank slate onto which participants inscribe their own problems or needs but provides a predetermined focus through each of nine empowerment domains : Improves participation; Develops local leadership; Increases problem assessment capacities; Enhances the ability to ask why ; Builds empowering organizational structures; Improves resource mobilization; Strengthens links to other organizations and people; Creates an equitable relationship with outside agents; and Increases control over programme management. The importance to community development practice is that the approach provides a more systematic means for community empowerment in a programme context.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0, 1, 0, 0]","[0.9994623064994812, 2.5251347324228846e-06, 1.5948753571137786e-05, 4.427693966135848e-06, 4.0502584397472674e-07, 0.002818200271576643, 0.9999949932098389, 2.339498678338714e-06, 0.000351606315234676]"
191,disadvantaged single teenage mothers and their children consequences of free educational day care The benefits of providing free educational day care from birth to children of 29 single US teenage mothers were examined in a 4 1/2 year longitudinal study. An analysis of the data indicates that the children benefitted intellectually from the program scoring significantly higher than controls on a general cognitive index. Mothers had an increased likelihood of completing high school obtaining post-secondary training and becoming self-supporting. The mothers in both the experimental and control groups had access to the same basic set of community resources. They attended the same secondary schools had access to the same college and vocational school system and had the same resources for low cost medical care for themselves. Thus it was concluded that easy access to good day care service beginning in their childs infancy was probably an important factor in the differential success rate of the experimental group. Because assignment to the intervention condition was random the present study is free from any bias obtained in those studies where highly motivated parents self-select day care. The study did not contrast the achievements of teenage mothers for whom day care of any sort was provided with those mothers who had no day care availible. The benefits to this sample of single teenage mothers of having easy access to good child care seem clear. The greatest impact was in terms of greater educational attainment.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 1, 0, 0, 0, 1, 1, 0, 1]","[5.756670020673482e-07, 0.9999982118606567, 1.1785878996306565e-05, 3.043862307094969e-05, 3.990866161984741e-07, 0.9999921321868896, 0.9477417469024658, 4.828238502341264e-07, 0.9999939203262329]"
192,"pilot multimethod trial of a school ethos intervention to reduce substance use building hypotheses about upstream pathways to prevention Purpose: Interventions to improve school ethos can reduce substance use but “upstream” causal pathways relating to implementation and school-level changes are uncertain. We use qualitative and quantitative data from a pilot trial to build hypotheses regarding these. Methods: The Healthy School Ethos intervention involved two schools being provided with facilitation, training, and funding to plan and implement actions (some mandatory and some locally determined) to improve school ethos over one year. The evaluation involved a pilot-trial with two intervention and two comparison schools; semi-structured interviews with facilitators, staff, and students; and baseline and follow-up surveys with students aged 11 to 12 years. Results: Student accounts linked participation in planning or delivering intervention activities with improved self-regard and relationships with staff and other students. Some activities such as re-writing school rules involved broad participation. Students in receipt of actions such as peer-mediation or motivational sessions reported benefits such as improved safety and relationships. Some student accounts linked improved self-regard and relationships with increased engagement and aspirations, and reduced substance use. At 9-month follow-up, students in intervention schools reported less hurting and teasing of others and feeling unsafe at school. Other outcomes suggested intervention benefits but were not significant. Conclusions: School-ethos interventions may reduce substance use through upstream pathways involving the aforementioned factors. Future phase-III trials should quantitatively model the extent to which these mediate intervention effects.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 1, 0, 0, 0]","[2.2344509034155635e-06, 0.5613756775856018, 8.083407010417432e-06, 9.891765330394264e-06, 3.284456795427104e-07, 0.9985840320587158, 9.371328815177549e-07, 4.956359589414205e-07, 4.166919461567886e-05]"
193,"the effects of a health promotion health protection intervention on behavior change the wellworks study OBJECTIVES: This study assessed the effects of a 2-year integrated health promotion-health protection work-site intervention on changes in dietary habits and cigarette smoking. METHODS: A randomized, controlled intervention study used the work site as the unit of intervention and analysis; it included 24 predominantly manufacturing work sites in Massachusetts (250-2500 workers per site). Behaviors were assessed in self-administered surveys (n = 2386; completion rates = 61% at baseline, 62% at final). Three key intervention elements targeted health behavior change: (1) joint worker-management participation in program planning and implementation, (2) consultation with management on work-site environmental changes, and (3) health education programs. RESULTS: Significant differences between intervention and control work sites included reductions in the percentage of calories consumed as fat (2.3% vs 1.5% kcal) and increases in servings of fruit and vegetables (10% vs 4% increase). The intervention had a signi...","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 1, 0, 0, 0]","[2.7518876777321566e-06, 0.28906989097595215, 0.9958243370056152, 0.00014568661572411656, 3.561825394626794e-07, 0.9999979734420776, 1.225817641170579e-06, 5.742840585298836e-07, 2.1076054963486968e-06]"
194,"facing up to aging mid life women s attitudes toward cosmetic procedures Despite the fact that mid-life and older women are a major consumer group for cosmetic procedures (e.g., botox, face lifts), few studies have been done on their attitudes toward these procedures and their willingness to undergo them. The purpose of the present study was to gather information about the popularity of these procedures among a group of 57 mid-life American women, examine whether some personality and attitudinal measures might predict attitudes toward these procedures, and consider the ramifications of the data for the treatment of women in feminist therapy. About one third (38.5%) of our sample had had one or more cosmetic procedures, and 81% said that they would have a procedure if cost were not an issue. Positive attitudes toward cosmetic surgery and preoccupation with being over-weight best predicted women s interest in cosmetic procedures. The popularity of these procedures is discussed in light of the double standard of aging and age discrimination, weight as a “normative discontent,” an...","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 1, 0, 0, 0, 0, 1]","[7.230934215840534e-07, 0.9999934434890747, 1.8153208657167852e-05, 0.999976396560669, 3.9238483395820367e-07, 2.169834942833404e-06, 0.003584806341677904, 7.845324603295012e-07, 0.9999986886978149]"
195,"fruitful plans adding targeted mental imagery to implementation intentions increases fruit consumption Forming implementation intentions ( If I encounter situation X, then I will perform behaviour Y! ) increases the probability of carrying out goals. This study tested the hypothesis that mental imagery targeting key elements of implementation intentions further increases goal achievement. The residents of a student residence were assigned the goal of consuming extra portions of fruit every day for 7 days and randomly assigned to one of four conditions: control (active rehearsal), implementation intentions, goal intention mental imagery or mental imagery targeted to the implementation intentions. Among low fruit consumers, but not high fruit consumers, fruit consumption at follow-up was higher in the targeted mental imagery group than in the other group, with the lowest fruit consumption in the control group. The findings suggest that it may be beneficial to use targeted mental imagery when forming implementation intentions.","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 1, 0, 0, 0]","[0.9999561309814453, 0.00011430927406763658, 1.2016785149171483e-05, 7.122658189473441e-06, 3.6809120729230926e-07, 0.9998936653137207, 1.0948327826554305e-06, 7.75583259837731e-07, 1.1145252756250557e-06]"
196,"interpersonal and print nutrition communication for a spanish dominant latino population secretos de la buena vida Participants (N=357) were randomly assigned to 1 of 3 conditions: lay health advisor (promotora) plus tailored print materials, tailored print materials only (tailored), or off-the-shelf print materials (control). The primary outcomes were calories from fat and daily grams of fiber. Secondary outcomes included total energy intake, total and saturated fat intake, and total carbohydrates. Adjusted for baseline values, calories from fat were 29%, 30%, and 30% for the promotora, tailored, and control conditions, respectively, and grams of fiber consumed were 16 g, 17 g, and 16 g. Significant Condition X Time interactions were not observed between baseline and 12-weeks postintervention. The LHA condition achieved significantly lower levels of energy intake, total fat and saturated fat, and total carbohydrates. The relative superiority of the promotora condition may derive from the personal touch achieved in the face-to-face interactions or from the women s use of print materials under the promotora s guidance.","[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0, 1, 0, 1, 0, 0, 0, 0, 0]","[1.7571629769008723e-06, 0.9999988079071045, 0.09579547494649887, 0.9999839067459106, 3.9232722315318824e-07, 0.024101190268993378, 2.037287003986421e-06, 1.2734637948597083e-06, 7.143331686165766e-07]"
197,"it s good to talk adolescent perspectives of an informal peer led intervention to reduce smoking Although peer education has enjoyed considerable popularity as a health promotion approach with young people, there is mixed evidence about its effectiveness. Furthermore, accounts of what young people actually do as peer educators are scarce, especially in informal settings. In this paper, we examine the activities of the young people recruited as ‘peer supporters’ for A Stop Smoking in Schools Trial (ASSIST) which involved 10,730 students at baseline in 59 secondary schools in south-east Wales and the west of England. Influential Year 8 students, nominated by their peers, were trained to intervene informally to reduce smoking levels in their year group. The ASSIST peer nomination procedure was successful in recruiting and retaining peer supporters of both genders with a wide range of abilities. Outcome data at 1-year follow-up indicate that the risk of students who were occasional or experimental smokers at baseline going on to report weekly smoking at 1-year follow-up was 18.2% lower in intervention schools. This promising result was supported by analysis of salivary cotinine. Qualitative data from the process evaluation indicate that the majority of peer supporters adopted a pragmatic approach, concentrating their attentions on friends and peers whom they felt could be persuaded not to take up smoking, rather than those they considered to be already ‘addicted’ or who were members of smoking cliques. ASSIST demonstrated that a variety of school-based peer educators, who are asked to work informally rather than under the supervision of teaching staff, will engage with the task they have been asked to undertake and can be effective in diffusing health-promotion messages. Given the serious concerns about young people s smoking behaviour, we argue that this approach is worth pursuing and could be adapted for other health promotion messages.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1, 1, 0, 0, 0, 0, 0, 0, 0]","[0.9999953508377075, 0.9999985694885254, 8.07519336376572e-06, 2.2394693587557413e-05, 3.6248192714083416e-07, 0.004100800026208162, 0.0007656730595044792, 5.958082738288795e-07, 5.985367579341982e-07]"
198,"similarities and differences in the career trajectories of male and female career development award recipients AbstractPurposeTo examine the careers of career development award recipients.MethodIn 2009, a postal survey was conducted of 818 recipients of K08 and K23 awards in 2000–2001 to examine career paths and personal characteristics.ResultsOf 589 respondents (72% response rate), 211 (35.9%) were female.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[8.012498255993705e-07, 1.1254476248723222e-06, 9.234048775397241e-06, 0.9999927282333374, 6.36926358765777e-07, 2.0705463157355553e-06, 1.808584443097061e-06, 8.558421882298717e-07, 3.4957834031956736e-06]"
199,"effects of a home visiting program on prenatal care and birthweight a case comparison study Recent reports have stressed the importance of social support services to the health and well being of pregnant women and their newborns. The impact of paraprofessional support services on the amount of prenatal care received and birthweight was studied in a sample of 111 low-income women. Paraprofessionals were women who had been on public assistance and successfully attained health and human services for themselves and their infants. They were similar to the patients they served in educational background and ethnicity. A six-week training program prepared them to counsel and assist pregnant women with health and social services, housing, food, transportation and other basic necessities. Women attending a publically-funded prenatal clinic were randomly assigned to a paraprofessional. A comparison group matched for ethnicity, parity and trimester entering prenatal care was also selected. Women followed by a paraprofessional had significantly more prenatal appointments (8.0 vs 6.5 visits) and infants with average higher birthweight (3125 grams) over the matched comparison group (3273 grams). While intensity of contact with a paraprofessional contributed significantly to the amount of prenatal care received by patients of paraprofessionals, the mechanism for improvement in birthweight is unknown.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 0, 0, 0, 0, 1, 0, 0]","[9.258616842089396e-07, 0.9999959468841553, 0.000908931193407625, 5.6384888011962175e-06, 3.642864214725705e-07, 1.075547970685875e-05, 0.9999990463256836, 9.473551472183317e-07, 0.04685131087899208]"
200,"glycaemic variability in paediatric patients with type 1 diabetes on continuous subcutaneous insulin infusion csii or multiple daily injections mdi a cross sectional cohort study Summary Objective This cross-sectional observational cohort study was designed to investigate i) whether glycaemic variability in paediatric patients with type 1 diabetes is lower in those using an insulin pump (CSII) compared with those using multiple daily insulin injections (MDI) and ii) whether urinary F2-isoprostanes and/or urinary prostaglandin F2 excretion as surrogate marker of oxidative stress and cyclooxygenase activity are associated with glycaemic variability. Methods 48 paediatric patients with type 1 diabetes (22 using an insulin pump) underwent an ambulatory 3-day continuous glucose monitoring. All patients continued with normal daily activities and collected urine for two consecutive 24 h periods. The glucose pentagon was used to calculate the glycaemic risk parameter. Results Insulin requirements, HDL-cholesterol, the mean of glycaemic excursions (P < 001) and the standard deviation of mean glucose concentration (P < 005) were significantly lower in patients with CSII compared with those using MDI. By contrast, averaged HbA1c during the last twelve months as well as at the time of sensor insertion did not differ significantly between both groups. Summarizing characteristic parameter of acute and long-term metabolic control into the glucose pentagon revealed a significantly lower glycaemic risk parameter in CSI patients compared with both, healthy subjects and patients using MDI (P < 005). Conclusions Paediatric patients with type 1 diabetes using an insulin pump presented with lower glycaemic variability and a concomitantly lower glycaemic risk parameter compared with those using MDII. Whether these findings translate into a lower risk of diabetes associated cardiovascular complications remains to be elucidated.","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 1, 0, 0, 0, 0, 0]","[0.9999996423721313, 0.9848225116729736, 0.000955916300881654, 0.9999761581420898, 3.378081601113081e-07, 1.7860296566141187e-06, 1.211188646266237e-06, 6.978609121688351e-07, 5.232448643255339e-07]"
201,"an empirical evaluation of a psychoanalytic theory of mothering orientation implications for the antenatal prediction of postnatal depression This study was designed to determine (a) whether women s antenatal expectations of childbirth, their future baby and early motherhood vary in line with Raphael‐Leff s Facilitator–Reciprocator–Regulator model of mothering orientation, and (b) whether a Regulator orientation confers greater relative risk for early postnatal depression. A sociodemographically representative sample of 205 primiparous women completed a maternal orientation measure and the General Health Questionnaire in late pregnancy and the Edinburgh Postnatal Depression Scale (EPDS) at 6–8 weeks postpartum. Hierarchical cluster analysis was employed to cluster cases on the basis of antenatal expectations of their future baby and early motherhood and yielded a clear three‐cluster solution. Between‐cluster comparisons of women s ratings on these variables, and of childbirth and feeding expectations, suggested cluster membership did correspond with Facilitator, Regulator and Reciprocator mothering orientations. In line with theory, women repor...","[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[1, 1, 0, 1, 0, 1, 1, 0, 0]","[0.999998927116394, 0.999963641166687, 1.998483821807895e-05, 0.9999197721481323, 3.584813725865388e-07, 0.999951958656311, 0.9999884366989136, 5.035442995904305e-07, 1.5459307860510307e-06]"
202,"diversity in the biomedical research workforce developing talent Much has been written about the need for and barriers to achievement of greater diversity in the biomedical workforce from the perspectives of gender, race and ethnicity; this is not a new topic. These discussions often center around a ‘pipeline metaphor’ which imagines students flowing through a series of experiences to eventually arrive at a science career. Here we argue that diversity will only be achieved if the primary focus is on: what is happening within the pipeline, not just counting individuals entering and leaving it; de-emphasizing achieving academic milestones by ‘typical’ ages; and adopting approaches that most effectively develop talent. Students may develop skills at different rates based on factors such as earlier access to educational resources, exposure to science (especially research experiences), and competing demands for time and attention during high school and college. Therefore, there is wide variety among students at any point along the pipeline. Taking this view requires letting go of imagining the pipeline as a sequence of age-dependent steps in favor of milestones of skill and talent development decoupled from age or educational stage. Emphasizing talent development opens up many new approaches for science training outside of traditional degree programs. This article provides examples of such approaches, including interventions at the post-baccalaureate and PhD levels, as well as a novel coaching model that incorporates well-established social science theories and complements traditional mentoring. These approaches could significantly impact diversity by developing scientific talent, especially among currently underrepresented minorities.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 0, 1, 0, 0, 0, 0, 0]","[4.791336891685205e-07, 0.999998927116394, 3.3363558031851426e-05, 0.9999408721923828, 3.626433908721083e-07, 1.8112269799530623e-06, 8.384118928006501e-07, 6.011757136548113e-07, 6.757161941095546e-07]"
203,"a population based study of risk factors for severe hypoglycaemia in a contemporary cohort of childhood onset type 1 diabetes Aims/hypothesis Severe hypoglycaemia is a major barrier to optimising glycaemic control. Recent changes in therapy, however, may have altered the epidemiology of severe hypoglycaemia and its associated risk factors. The aim of this study was to examine the incidence rates and risk factors associated with severe hypoglycaemia in a contemporary cohort of children and adolescents with type 1 diabetes.","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 1, 0, 0, 0, 0, 0]","[1.6026695448090322e-05, 0.9987809062004089, 0.017965953797101974, 0.9999877214431763, 3.729714421751851e-07, 2.3174111447588075e-06, 0.023210715502500534, 7.608201144648774e-07, 1.013892983792175e-06]"
204,"a randomized study of serial telephone call support to increase adherence and thereby improve virologic outcome in persons initiating antiretroviral therapy Background. Adherence to antiretroviral therapy is difficult, and methods to increase it are needed. Methods. We tested the impact of supportive telephone calls in an adherence substudy of a treatment trial. Subjects initiating antiretroviral therapy received either each site s usual adherence support measures or usual support measures and scripted serial telephone calls (16 calls during 96 weeks). Results. A total of 282 subjects enrolled: 140 in the usual support measures group and 142 in the calls group. A total of 75% of expected calls were completed. Virologic failure occurred in 97 (34%) subjects: 52 (37%) of those in the usual support measures group and 45 (32%) of those in the calls group; time to virologic failure was not different (P = .32). In each group, >72% of subjects reported ≥95% adherence, with no difference between groups. Independent predictors of higher rates of virologic failure were <95% adherence, receiving the 4-drug regimen with nelfinavir, and female sex; older age was associated with decreased likelihood of virologic failure. Receiving the 4-drug regimen with nelfinavir, higher stress scores, older age, and higher call completion rates were independently associated with higher adherence. Conclusions. Serial telephone calls did not improve virologic outcome but had an impact on self-reported adherence.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[4.0305156289832667e-05, 1.8653953475222806e-06, 0.313027948141098, 0.08079444617033005, 3.783589193062653e-07, 2.7792852961283643e-06, 9.977850368159125e-07, 7.092367013683543e-07, 0.0876770094037056]"
205,"multi micronutrient fortified biscuits decreased the prevalence of anaemia and improved iron status whereas weekly iron supplementation only improved iron status in vietnamese school children In Vietnam, nutrition interventions do not target school children despite a high prevalence of micronutrient deficiencies. The present randomised, placebo-controlled study evaluated the impact of providing school children (n 403) with daily multiple micronutrient-fortified biscuits (FB) or a weekly Fe supplement (SUP) on anaemia and Fe deficiency. Micronutrient status was assessed by concentrations of Hb, and plasma ferritin (PF), transferrin receptor (TfR), Zn and retinol. After 6 months of intervention, children receiving FB or SUP had a significantly better Fe status when compared with the control children (C), indicated by higher PF (FB: geometric mean 36·9 (95 % CI 28·0, 55·4) μg/l; SUP: geometric mean 46·0 (95 % CI 33·0, 71·7) μg/l; C: geometric mean 34·4 (95 % CI 15·2, 51·2) μg/l; P < 0·001) and lower TfR concentrations (FB: geometric mean 5·7 (95 % CI 4·8, 6·52) mg/l; SUP: geometric mean 5·5 (95 % CI 4·9, 6·2) mg/l; C: geometric mean 5·9 (95 % CI 5·1, 7·1) mg/l; P = 0·007). Consequently, body Fe was higher in children receiving FB (mean 5·6 (sd 2·2) mg/kg body weight) and SUP (mean 6·1 (sd 2·5) mg/kg body weight) compared with the C group (mean 4·2 (sd 3·3) mg/kg body weight, P < 0·001). However, anaemia prevalence was significantly lower only in the FB group (1·0 %) compared with the C group (10·4 %, P = 0·006), with the SUP group being intermediate (7·4 %). Children receiving FB had better weight-for-height Z-scores after the intervention than children receiving the SUP (P = 0·009). Vitamin A deficiency at baseline modified the intervention effect, with higher Hb concentrations in vitamin A-deficient children receiving FB but not in those receiving the SUP. This indicates that vitamin A deficiency is implicated in the high prevalence of anaemia in Vietnamese school children, and that interventions should take other deficiencies besides Fe into account to improve Hb concentrations. Provision of biscuits fortified with multiple micronutrients is effective in reducing anaemia prevalence in school children.","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 1, 0, 0, 1, 0, 0]","[0.9999995231628418, 1.9389865428820485e-06, 0.00018612101848702878, 0.9999916553497314, 3.954646388137917e-07, 0.00042095122626051307, 0.9999961853027344, 0.0004063291708007455, 6.318167038443789e-07]"
206,"racial disparities among clinical research investigators Evidence shows that minority patients are underrepresented in clinical trials. The development of new drugs and treatments, however, requires that clinical research studies include representative participants, particularly in light of evidence indicating that minority populations sometimes respond differently to prescription medications. Racial disparities among clinical investigators are often cited as a major reason why minority patients are underrepresented in clinical trials. However, there is little to no empirical data to support or refute the prevalence of disparities among clinical investigators. The Tufts Center conducted two online surveys of 1376 physicians. The first survey (N = 859 respondents; 31% response rate) assessed the overall incidence of minority physician involvement in clinical research. The second survey (N = 768 respondents; 20% response rate) assessed the demographics, experience, and infrastructure of minority physicians who have participated in clinical research as a principal investigator or subinvestigator. The results of this study indicate that significant racial disparities exist among clinical investigators. The results also support assertions that physician race influences race of the clinical trial volunteer. The incidence of participation in clinical research among minority physicians is well below that observed among white physicians, more so with regard to U.S. Food & Drug Administration-regulated clinical trials funded by industry. Minority investigators tend to conduct and initiate fewer clinical trials annually. Yet minority and white physician interest in participating in clinical research is similarly high. Minority investigators tend be younger, with more limited clinical research infrastructure and support than their white counterparts. New strategies, policies, incentives, and reforms are needed to address racial disparities among clinical investigators. In addition, disparities among both volunteers and investigators need to be tracked more closely and methodically to monitor and assess the impact of newly implemented programs and reforms.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 1, 0, 0, 0, 0, 0]","[4.923983283333655e-07, 0.9999722242355347, 1.2145361324655823e-05, 0.8968167901039124, 6.917661039551604e-07, 3.6766180073755095e-06, 2.679698809515685e-06, 6.292262924034731e-07, 1.2055407978550647e-06]"
207,"understanding predictors of functional recovery and outcome 30 months following early childhood head injury Much is known about outcome following traumatic brain injury (TBI) in school-age children; however, recovery in early childhood is less well understood. Some argue that such injuries should lead to good outcome, because of the plasticity of the developing brain. Other purport that the young brain is vulnerable, with injury likely to result in a substantial impairment (H. G. Taylor & J. Alden, 1997). The aim of this study was to examine outcomes following TBI during early childhood, to plot recovery over the 30 months postinjury, and to identify predictors of outcome. The study compared 3 groups of children sustaining mild, moderate, and severe TBI, ages 2.0 to 6.11 years at injury, with healthy controls. Groups were comparable for preinjury adaptive and behavioral function, psychosocial characteristics, age, and gender. Results suggested a strong association between injury severity and outcomes across all domains. Further, 30-month outcome was predicted by injury severity, family factors, and preinjury levels of child function. In conclusion, children with more severe injuries and lower preinjury adaptive abilities, and whose families are coping poorly, are at greatest risk of long-term impairment in day-to-day skills, even several years postinjury.","[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 1, 1, 0, 0]","[6.278189061958983e-07, 2.3009979486232623e-06, 1.54405934154056e-05, 0.9999899864196777, 3.6922784829585e-07, 0.9261140823364258, 0.9999990463256836, 8.49766138344421e-07, 6.857546850369545e-07]"
