,Text,Ground truth,Prediction,Probability
206,"racial disparities among clinical research investigators Evidence shows that minority patients are underrepresented in clinical trials. The development of new drugs and treatments, however, requires that clinical research studies include representative participants, particularly in light of evidence indicating that minority populations sometimes respond differently to prescription medications. Racial disparities among clinical investigators are often cited as a major reason why minority patients are underrepresented in clinical trials. However, there is little to no empirical data to support or refute the prevalence of disparities among clinical investigators. The Tufts Center conducted two online surveys of 1376 physicians. The first survey (N = 859 respondents; 31% response rate) assessed the overall incidence of minority physician involvement in clinical research. The second survey (N = 768 respondents; 20% response rate) assessed the demographics, experience, and infrastructure of minority physicians who have participated in clinical research as a principal investigator or subinvestigator. The results of this study indicate that significant racial disparities exist among clinical investigators. The results also support assertions that physician race influences race of the clinical trial volunteer. The incidence of participation in clinical research among minority physicians is well below that observed among white physicians, more so with regard to U.S. Food & Drug Administration-regulated clinical trials funded by industry. Minority investigators tend to conduct and initiate fewer clinical trials annually. Yet minority and white physician interest in participating in clinical research is similarly high. Minority investigators tend be younger, with more limited clinical research infrastructure and support than their white counterparts. New strategies, policies, incentives, and reforms are needed to address racial disparities among clinical investigators. In addition, disparities among both volunteers and investigators need to be tracked more closely and methodically to monitor and assess the impact of newly implemented programs and reforms.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.07218019664287567, 0.9731878638267517, 0.009045214392244816, 0.4280230402946472, 0.012707450427114964, 0.014343541115522385, 0.0117532042786479, 0.00532623240724206, 0.03657032549381256]"
207,"understanding predictors of functional recovery and outcome 30 months following early childhood head injury Much is known about outcome following traumatic brain injury (TBI) in school-age children; however, recovery in early childhood is less well understood. Some argue that such injuries should lead to good outcome, because of the plasticity of the developing brain. Other purport that the young brain is vulnerable, with injury likely to result in a substantial impairment (H. G. Taylor & J. Alden, 1997). The aim of this study was to examine outcomes following TBI during early childhood, to plot recovery over the 30 months postinjury, and to identify predictors of outcome. The study compared 3 groups of children sustaining mild, moderate, and severe TBI, ages 2.0 to 6.11 years at injury, with healthy controls. Groups were comparable for preinjury adaptive and behavioral function, psychosocial characteristics, age, and gender. Results suggested a strong association between injury severity and outcomes across all domains. Further, 30-month outcome was predicted by injury severity, family factors, and preinjury levels of child function. In conclusion, children with more severe injuries and lower preinjury adaptive abilities, and whose families are coping poorly, are at greatest risk of long-term impairment in day-to-day skills, even several years postinjury.","[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0.17509901523590088, 0.047335416078567505, 0.10279414802789688, 0.9669496417045593, 0.014312859624624252, 0.5702501535415649, 0.8114514946937561, 0.0158629659563303, 0.016791945323348045]"
208,"supermum superwife supereverything performing femininity in the transition to motherhood The aim of this qualitative study was to comprehend how mothers understood and accounted for their experiences in relation to the ideology of motherhood which has been socially constructed as a critical aspect of femininity. Semi‐structured interviews were conducted with 24 primiparous and multiparous women, and transcripts analysed using open and axial coding with triangulation. Using a material‐discursive approach to interpret the data, two higher order themes are presented: ‘the realization of new motherhood’ and ‘coping with new motherhood’. These themes demonstrate how unprepared for motherhood the women were and how their expectations were based on various myths of motherhood. This led to feelings of inadequacy as they struggled with the myth versus reality discrepancy. However, they could not be seen to be inadequate and therefore employed greater efforts to portray themselves as supermum, superwife, supereverything and hide the opposite. These findings are interpreted within the context of the soc...","[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.971030056476593, 0.16064044833183289, 0.5473905801773071, 0.9739673137664795, 0.051461298018693924, 0.7407500147819519, 0.13576659560203552, 0.02430753968656063, 0.0024384637363255024]"
209,"goal desires moderate intention behaviour relations Models such as the Extended Model of Goal-Directed Behaviour and the Theory of Planned Behaviour imply that the impact of one s goals on behaviour is mediated by more proximal determinants. We hypothesize that goals can have a broader and more dynamic impact on behaviour and, specifically, that goal desires can moderate the effect of intentions on behaviour. Four studies addressed this issue by examining the direct and moderated effects of goal desires on behaviour. All of the studies required participants to complete baseline measures and then a follow-up indicator of behaviour. In Study 1 (N=119) that focused on fruit intake, Study 2 (N=123) and Study 3 (N=96) concerned with drinking alcohol and Study 4 (N=109) regarding snack consumption, behavioural intentions were more reliably related to behaviour when goal desires were strong. The results of Study 3 suggested that goal desire stability increases the likelihood of this moderator effect emerging and Study 4 revealed that this effect was not suppressed by intention stability. The findings suggest that goals and behavioural intentions can operate simultaneously and jointly influence action, a view that contradicts predictions that the effects of goals are fully mediated by more proximal behavioural determinants.","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.9190798401832581, 0.3843038082122803, 0.5817239880561829, 0.030670147389173508, 0.027996733784675598, 0.9344142079353333, 0.036284301429986954, 0.012545640580356121, 0.02072533220052719]"
210,"a bridge to insulin pump therapy twice daily regimen with nph and detemir insulins during initial treatment of youth with type 1 diabetes mellitus OBJECTIVE To describe clinical outcomes in youth with new-onset type 1 diabetes mellitus (T1DM) treated with a modified, twice-daily regimen of a mixture of NPH insulin and rapid-acting insulin analogue at breakfast and separate injections of rapid-acting insulin analogue and insulin detemir at dinner. METHODS Our clinic database was used to describe changes in insulin doses, hemoglobin A1c (A1C) levels, and frequency of severe hypoglycemia during the first year of therapy in young patients with T1DM diagnosed between September 2006 and April 2009. Data are presented as median values (25%, 75%). RESULTS Overall, 108 patients (62 girls; mean age, 10.0 ± 0.4 years) were eligible for inclusion. Total daily insulin doses at 3, 6, and 12 months were 0.6 (0.4, 0.8), 0.7 (0.4, 0.9), and 0.8 (0.6, 0.9) U/kg, respectively. A1C levels were 9.8% (8.5%, 10.8%) at 2 weeks (baseline). Of the 108 patients, 19 had switched to insulin pump therapy by 3 months and 49 had switched by 12 months after initial diagnosis of T1DM. The 49 pump-treated patients had an A1C of 6.9% (6.6%, 7.3%), whereas the 59 injection-treated patients had an A1C of 7.2% (6.7%, 7.7%) by 12 months. There were only 6 severe hypoglycemic events in 5 patients; none occurred during the first 3 months, none occurred during the night, and all occurred in patients receiving insulin injection treatment. CONCLUSION A twice-daily insulin regimen that uses insulin detemir for overnight basal replacement and morning NPH insulin to avoid lunch and afternoon snack doses is an effective initial treatment for young patients with new-onset T1DM that can provide a smooth transition to intensive basal/bolus insulin pump therapy.","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.946520209312439, 0.3450508713722229, 0.03197939693927765, 0.9960542917251587, 0.011446399614214897, 0.01735428161919117, 0.060710880905389786, 0.014295399188995361, 0.019184505566954613]"
211,"rural urban comparisons of nursing home residents with multiple sclerosis Context Multiple sclerosis (MS) is the most common neurologic disease that disables younger adults, affecting as many as 350,000 Americans. Purpose The objectives of this study are to develop profiles of nursing home residents with MS from rural areas and compare them to residents with MS who lived in urban areas, suburban areas, and large towns. Methods We analyzed all admission assessments for residents with MS (13,357 assessments) in the Minimum Data Set between June 23, 1998, and December 31, 2000, that also had the resident s ZIP code of primary residence before admission. Findings Urban and rural comparisons of residents with MS demonstrate a range of significant demographic differences. Significantly greater proportions of MS residents from rural areas exhibited a sense of initiative or involvement in activities of the nursing facility compared with residents with MS from urban and suburban areas. The differences in the utilization of physical and occupational therapies were striking, with MS residents from rural areas averaging significantly fewer minutes of these therapies. We also found that MS residents from rural areas averaged fewer minutes of psychological therapy in the nursing facility and also were less likely to have seen a licensed mental health specialist than MS residents from urban areas. Conclusions Nursing home residents with MS from rural areas receive fewer therapies and less mental health care than residents with MS from other areas.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.42666658759117126, 0.022421536967158318, 0.00824661273509264, 0.03032761625945568, 0.004248409997671843, 0.006340694148093462, 0.07590987533330917, 0.006676323711872101, 0.06636470556259155]"
212,"management of multiple sclerosis across managed care and fee for service systems Objective: To measure and compare care for adults with MS across managed care and fee-for-service (FFS) health systems. Methods: The authors sampled adults with MS having physician visits over a 2-year period from a group model health maintenance organization (HMO) in southern California, from a midwestern independent practice association (IPA) model managed care plan, and from the FFS portion of the practices of a random sample of southern California neurologists. The authors mailed surveys to subjects in mid-1996; 930 of 1,164 (80%) of those eligible responded. The authors measured sociodemographic and clinical characteristics, management of recent changes in mobility, bladder control, and fatigue, use of a disease-modifying agent, assessment of general health symptoms and issues, and unmet information needs. The authors adjusted comparisons between systems for comorbidity, disease severity, and disease type. Results: The groups differed on most sociodemographic and clinical characteristics. There were few differences in symptom management; differences that did exist tended toward more referrals or treatment for the FFS group. Access to the disease-modifying agent available at the time of the survey did not differ across systems, although patients’ perceptions of the rationale for not using the drug did vary. General health issues and symptoms were more often assessed in the FFS and IPA systems than in the HMO, but improvement was needed across all three systems of care. There were substantial unmet information needs in all groups and especially high ones in the FFS and HMO samples. Conclusions: Strategies to improve care for people with MS should be developed and evaluated, particularly in areas like symptom assessment and meeting patient information needs. Where variations in service delivery exist, longitudinal studies are also needed to evaluate the potential impact on outcomes and to evaluate reasons for variation.","[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.853215754032135, 0.8704435229301453, 0.05743785202503204, 0.994544267654419, 0.00647994177415967, 0.32946157455444336, 0.1986895650625229, 0.020866412669420242, 0.6496657133102417]"
213,"assessing gender balance among journal authors and editorial board members The study of journal authorship and editorial board membership from a gender perspective is addressed in this paper following international recommendations about the need to obtain science and technology indicators by gender. Authorship informs us about active scientists who contribute to the production and dissemination of new knowledge through journal articles, while editorial board membership tells us about leading scientists who have obtained scientific recognition within the scientific community. This study analyses by gender the composition of the editorial boards of 131 high-quality Spanish journals in all fields of science, the presence of men and women as authors in a selection of 36 journals, and the evolution of these aspects from 1998 to 2009. Female presence is lower than male presence in authorship, editorial board membership and editorship. The presence of female authors is slightly lower than the presence of women in the Spanish Higher Education sector and doubles female presence in editorial boards, which mirrors female presence in the highest academic rank. The gender gap tends to diminish over the years in most areas, especially in authorship and very slightly in editorial board membership. Large editorial boards and having a female editor-in-chief are positively correlated with women presence in editorial boards. The situation of women in Spanish science is further assessed in an international context analysing a selection of international reference journals. The usefulness of journal-based indicators to monitor the situation of men and women in science and to assess the success of policies oriented to enhance gender equality in science is finally discussed.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.03184609115123749, 0.01765880174934864, 0.024510053917765617, 0.9604102373123169, 0.019046345725655556, 0.02314176596701145, 0.019142186269164085, 0.011469774879515171, 0.018048489466309547]"
214,"healthy living cambridge kids a community based participatory effort to promote healthy weight and fitness The objective of this study was to assess the impact of a community-based healthy weight intervention on child weight and fitness. Cambridge Public Schools (CPS) have monitored BMI and fitness annually since 2000. Annual increases of overweight and obesity from 2000 (37.0%) to 2004 (39.1%), triggered a multidisciplinary team of researchers, educators, health care, and public health professionals to mobilize environmental and policy interventions. Guided by the social-ecological model and community-based participatory research (CBPR) principles, the team developed and implemented Healthy Living Cambridge Kids (HLCK), a multicomponent intervention targeting community, school, family, and individuals. The intervention included city policies and community awareness campaigns; physical education (PE) enhancements, food service reforms, farm-to-school-to-home programs; and family outreach and BMI and fitness reports . Baseline (2004) to follow-up (2007) evaluation design assessed change in children s weight and fitness status. A cohort of 1,858 K-5th grade children participated: 37.3% black, 14.0% Hispanic, 37.1% white, 10.2% Asian, 1.7% other race; 43.3% were lower income. BMI z-score (0.67-0.63 P < 0.001) and proportion obese (20.2-18.0% P < 0.05) decreased, and mean number of fitness tests (0-5) passed increased (3.7-3.9 P < 0.001). Whereas black and Hispanic children were more likely to be obese at baseline (27.0 and 28.5%, respectively) compared with white (12.6%) and Asian (14.3%) children, obesity among all race/ethnicity groups declined. Concurrent with a 3-year community intervention, modest improvements in obesity and fitness were observed among CPS children from baseline to follow-up. The CBPR approach facilitated sustaining policies and program elements postintervention in this diverse community.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.27695292234420776, 0.8722773194313049, 0.010554531589150429, 0.004046366550028324, 0.013749489560723305, 0.03742479532957077, 0.9830233454704285, 0.030037324875593185, 0.11877358704805374]"
215,"satisfaction and quality of life issues in body contouring surgery patients a qualitative study Background Body contouring, which encompasses a range of surgical procedures on different areas of the body, is one of the most rapidly growing areas of plastic surgery. Little is known about outcomes from the perspective of post-weight loss body contouring patients. The aim of our qualitative study was to identify the health and aesthetic concerns of such patients through in-depth patient interviews.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.004955466836690903, 0.07061833143234253, 0.0147638488560915, 0.9764930009841919, 0.013395287096500397, 0.07623080909252167, 0.06660442799329758, 0.02157038450241089, 0.8515573740005493]"
216,"an adaptive cbpr approach to create weight management materials for a school based health center intervention Purpose. From our previous clinical work with overweight/obese youth, we identified the need for research to create an effective weight management intervention to address the growing prevalence of adolescent metabolic syndrome. Formative assessment through an adaptive community-based participatory research (CBPR) approach was conducted toward the development of a nutritional and physical activity (DVD) and clinician toolkit for a school-based health center (SBHC) weight management intervention. Methods. We first conducted parent and adolescent interviews on views and experiences about obesity while convening a community advisory council (CAC) recruited from two participating urban New Mexico high schools. Thematic findings from the interviews were analyzed with the CAC to develop culturally and developmentally appropriate intervention materials. Results. Themes from the parent and adolescent interviews included general barriers/challenges, factors influencing motivation, and change facilitators. The CAC and university-based research team reached consensus on the final content of nutrition and physical activity topics to produce a DVD and clinician toolkit through six monthly sessions. These materials used in the SBHC intervention resulted in a greater reduction of body mass index when compared to adolescents receiving standard care. Conclusions. Formative assessment using an adaptive CBPR approach resulted in the creation of culturally and age appropriate weight reduction materials that were acceptable to study participants. This trial is registered with ClinicalTrials.gov NCT00841334.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.04731272533535957, 0.9892838597297668, 0.007260849699378014, 0.015534457750618458, 0.010533105581998825, 0.01928272657096386, 0.3017924427986145, 0.007335861213505268, 0.10010673105716705]"
217,"double blind randomized controlled trial of rolls fortified with microencapsulated iron OBJECTIVE: To evaluate the impact of the fortification of rolls with microencapsulated iron sulfate with sodium alginate on the hemoglobin levels in preschoolers as compared to controls. METHODS: Double-blind randomized controlled trial comprised of children aged 2 to 6 years with initial hemoglobin exceeding 9 g/dL from four not-for-profit daycares randomly selected in the city of Sao Paulo - Brazil. Children of 2 daycares (n = 88) received rolls with fortified wheat flour as the exposed group (EC) and children of 2 daycares (n = 85) received rolls without fortification as the control group (CG) over a 24-week period. Rolls with 4 mg iron each were offered once a day, five days a week. Hemoglobin concentrations were determined in capillary blood by HemoCue® at three moments of trial: baseline (Ml), after 12 and 24 weeks of intervention (M2, M3). RESULTS: Hemoglobin concentration presented significant increase up to M3 in EG (11.7-12.5-12.6 g/dL) and in CG (11.1-12.4-12.3 g/dL) with higher elevations in children initially with anemia. There was significant reduction in the occurrence of anemia from 22% to 9% in EG and from 47% to 8.2% in CG at M3. CONCLUSION: Rolls fortified with microencapsulated iron sulfate were well tolerated, increased hemoglobin levels and reduced the occurrence of anemia, but with no difference compared to the control group.","[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.9660162925720215, 0.013149903155863285, 0.23713840544223785, 0.6151015162467957, 0.03487997129559517, 0.1348755955696106, 0.9927614331245422, 0.3707186281681061, 0.28269731998443604]"
218,"fatores associados a cesariana entre primiparas adolescentes no brasil 2011 2012 Nesse artigo sao apresentados os fatores associados a realizacao de cesariana em primiparas adolescentes no Brasil, utilizando-se dados de pesquisa nacional de base hospitalar realizada entre 2011 e 2012. As informacoes foram obtidas por meio de entrevista com a puerpera durante a internacao hospitalar. Um modelo teorico conceitual foi estabelecido com tres niveis de hierarquia e a variavel dependente foi a via de parto – cesariana ou vaginal. Os resultados mostram proporcao elevada de cesariana entre primiparas adolescentes (40%) e os fatores mais fortemente associados a cesariana foram considerar esta via de parto mais segura (OR = 7,0; IC95%: 4,3-11,4); parto financiado pelo setor privado (OR = 4,3; IC95%: 2,3-9,0); mesmo profissional de saude assistindo pre-natal e parto (OR = 5,7; IC95%: 3,3-9,0) e apresentar antecedentes clinicos de risco e intercorrencias na gestacao (OR = 10,8; IC95%: 8,5-13,7). A gravidez na adolescencia permanece em pauta no campo da saude reprodutiva, sendo preocupante a proporcao do parto cirurgico encontrada nesse estudo, haja vista a exposicao precoce aos efeitos da cesariana.","[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.11685633659362793, 0.05224340409040451, 0.008930270560085773, 0.9431812763214111, 0.007655044551938772, 0.028307542204856873, 0.4737110435962677, 0.12604914605617523, 0.8739895224571228]"
219,"attitudes of young people toward driving after smoking cannabis or after drinking alcohol The final, definitive version of this article has been published in the Journal, Health Education Journal, Vol 62 / Issue 1, 2003, Copyright Health Education Journal, by SAGE Publications Ltd at: http://hej.sagepub.com/ DOI : 10.1177/001789690306200106","[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8248546719551086, 0.02520909160375595, 0.0131895262748003, 0.6119294762611389, 0.0037526069208979607, 0.008925903588533401, 0.473857581615448, 0.006286056246608496, 0.020191114395856857]"
220,"related authorship trends in movement science journals 1991 1996 The purpose of this paper is to answer three questions related to authorship trends in movement science journals: 1) Do movement science journals publish significant numbers of articles by women?, 2) How does the rate of publication by women in movement science journals compare to that in other fields?, and 3) Has the number of journal articles published by women in the movement sciences changed throughout 1990’s (1991-1996)? Six movement science journals were selected for inclusion in this study. Two trained investigators conducted hand searches of journals and frequency counts were performed for the total number of authors and articles, and the gender of the first through fourth authors. Percentage of women authors was ascertained using the following formula: [total number of women authors / total number of authors] × 100. Percentage of articles in which a woman made a contribution was calculated as follows: [number of articles with at least I woman author / total number of articles] × 100. Number of ar...","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0590796172618866, 0.29328015446662903, 0.01964118517935276, 0.9750379323959351, 0.010457918047904968, 0.04271424189209938, 0.011560737155377865, 0.0057558403350412846, 0.013825511559844017]"
221,"inequalities in bariatric surgery in australia findings from 49 364 obese participants in a prospective cohort study OBJECTIVES To investigate variation, and quantify socioeconomic inequalities, in the uptake of primary bariatric surgery in an obese population. DESIGN, SETTING AND PARTICIPANTS Prospective population-based cohort study of 49,364 individuals aged 45-74 years with body mass index (BMI)≥30 kg/m2. Data from questionnaires (distributed from 1 January 2006 to 31 December 2008) were linked to hospital and death data to 30 June 2010. The sample was drawn from the 45 and Up Study (approximately 10% of New South Wales population aged 45 included, response rate approximately 18%). MAIN OUTCOME MEASURES Rates of bariatric surgery and adjusted rate ratios (RRs) in relation to health and sociodemographic characteristics. RESULTS Over 111,757 person-years (py) of follow-up, 312 participants had bariatric surgery, a rate of 27.92 per 10,000 py (95% CI, 24.91-31.19). Rates were highest in women, those living in major cities and those with diabetes, and increased significantly with a higher BMI and number of chronic health conditions. Adjusted RRs were 5.27 (95% CI, 3.18-8.73) for those with annual household income≥ $70 000 versus those with household income<$20,000, and 4.01 (95% CI, 2.41-6.67) for those living in areas in the least disadvantaged quintile versus those in the most disadvantaged quintile. Having versus not having private health insurance (age- and sex-adjusted RR, 9.25; 95% CI, 5.70-15.00) partially explained the observed inequalities. CONCLUSIONS Bariatric surgery has been shown to be cost-effective in treating severe obesity and associated illnesses. While bariatric surgery rates in Australia are higher in those with health problems, large socioeconomic inequalities are apparent. Our findings suggest these procedures are largely available to those who can afford private health insurance and associated out-of-pocket costs, with poor access in populations who are most in need. Continuing inequalities in access are likely to exacerbate existing inequalities in obesity and related health problems.","[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[0.21307377517223358, 0.07494120299816132, 0.006910536903887987, 0.7809679508209229, 0.003790650749579072, 0.03832200914621353, 0.951429009437561, 0.009829373098909855, 0.7184193134307861]"
222,"assessing the impact of a school based latrine cleaning and handwashing program on pupil absence in nyanza province kenya a cluster randomized trial Improving school water, sanitation and hygiene (WASH) conditions reduces pupil absence and illness. However, these benefits may depend on the conditions of the latrines and availability of consumables. We sought to determine whether a low-cost, policy-relevant, environmental-level latrine cleaning intervention could improve latrine cleanliness, increase its use and reduce absenteeism. methods In a three-arm, cluster-randomized trial we assessed absence via periodical roll-call among 17 564 pupils in 60 schools that had previously received WASH improvements as part of the SWASH+ project. Latrine conditions and use were also assessed using structured observation. Latrine cleanliness increased significantly during the post-intervention period among schools receiving the latrine cleaning package compared to controls, as did handwashing with soap. We found no difference in latrine use and absence across arms. The additive impact of cleaning may not have been strong enough to impact absence above and beyond reductions attributable to the original WASH infrastructure improvements and basic hygiene education the schools previously received. Improving latrine conditions is important for the dignity and well-being of pupils, and investments and strategies are necessary to ensure that school toilets are clean and pupil-friendly.","[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.8582861423492432, 0.02229616418480873, 0.35779327154159546, 0.9792129397392273, 0.11644920706748962, 0.6687559485435486, 0.03897577524185181, 0.01468972023576498, 0.01471196860074997]"
223,"multiple daily injections in young patients using the ezy bicc bolus insulin calculation card compared to mixed insulin and csii Objective: To describe the easy bolus insulin calculation card (ezy-BICC) approach to multiple daily injections and to compare in an observational study, the haemoglobin A1c (HbA1c) achieved while using ezy-BICC, mixed insulin injections and continuous subcutaneous insulin infusion (CSII). Methods: HbA1c results from 7121 clinic visits by 573 patients aged 1–20 yr using the three methods between June 2000 and July 2008 were reviewed. Results: For mixed insulin median, mean and SD HbA1c were 8.3%, 8.3%, 1.33, for ezy-BICC, 7.6%, 7.7%, 1.40, and for CSII, 7.6%, 7.8%, 1.31. HbA1c increases with age significantly more in those using CSII (p 12 yr, HbA1c is lower while using ezy-BICC than CSII. HbA1c increases 0.2% per yr following diagnosis for 2.8 yr. In those who change from mixed insulin to ezy-BICC after this time, the mean HbA1c is 0.5% lower by 9 months, 0.7% lower at 21 months and 0.6% lower at 24 months (p < 0.05). Conclusions: The ezy-BICC system is inexpensive and convenient and allows patients to vary meal size. Subjects achieve lower HbA1c while using CSII and ezy-BICC MDI than with mixed insulin. Very young subjects achieve excellent HbA1c using CSII, but for 12 to 20 yr-old patients, ezy-BICC results in lower HbA1c than CSII for a lower cost.","[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9851211309432983, 0.042512197047472, 0.028639651834964752, 0.9790201783180237, 0.009708448313176632, 0.008175782859325409, 0.2550179064273834, 0.03352154418826103, 0.033506013453006744]"
224,"electronic nicotine delivery systems international tobacco control four country survey Results: Overall, 46.6% were aware of ENDS (U.S.: 73%, UK: 54%, Canada: 40%, Australia: 20%); 7.6% had tried ENDS (16% of those aware of ENDS); and 2.9% were current users (39% of triers). Awareness of ENDS was higher among younger, non-minority smokers with higher incomes who were heavier smokers. Prevalence of trying ENDS was higher among younger, nondaily smokers with a high income and among those who perceived ENDS as less harmful than traditional cigarettes. Current use was higher among both nondaily and heavy (20 cigarettes per day) smokers. In all, 79.8% reported using ENDS because they were considered less harmful than traditional cigarettes; 75.4% stated that they used ENDS to help them reduce their smoking; and 85.1% reported using ENDS to help them quit smoking.","[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[0.09815185517072678, 0.010861079208552837, 0.07409080117940903, 0.802341103553772, 0.005005242768675089, 0.6997143030166626, 0.9039834141731262, 0.011974404565989971, 0.13942281901836395]"
225,how would we know what works context and complexity in the evaluation of community involvement In 2002 the UK Home Office commissioned a review of research on community involvement in area-based initiatives. This found comparatively few studies that set out to measure the impact rather than ...,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.33978042006492615, 0.023757755756378174, 0.057355862110853195, 0.0015632228460162878, 0.024727782234549522, 0.015729187056422234, 0.633269190788269, 0.09409335255622864, 0.2740837037563324]"
226,"adolescent males awareness of and willingness to try electronic cigarettes Purpose Electronic cigarettes (e-cigarettes) are a new type of device that delivers vaporized nicotine without the tobacco combustion of regular cigarettes. We sought to understand awareness of and willingness to try e-cigarettes among adolescent males, a group that is at risk for smoking initiation and may use e-cigarettes as a “gateway” to smoking.","[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.013849424198269844, 0.266330748796463, 0.020061999559402466, 0.9496179819107056, 0.04603385180234909, 0.01878095604479313, 0.25000783801078796, 0.010906360112130642, 0.017743894830346107]"
227,"a two year evaluation of the wood rock youth development project The efficacy of a school-based initiative in reducing and/or preventing alcohol, tobacco, and drug (ATD) use in “at-risk” youth was examined. This evaluation represents a final report on the Woodrock Youth Development Project (YDP). Data from two cohorts, representing two academic program years, were combined to yield a final sample of 718 elementary and middle school youth. Youth were assigned randomly to either an experimental or control condition. Surveys containing several psychosocial measures were administered at pretest and posttest. Analyses of covariance (ANCOVA) were used to examine the impact of YDP on ultimate and intermediate outcome variables. Findings indicated that YDP participation was related to significant reductions in self-reported substance abuse in the last month and in lifetime as well as improvements in race relations and self-reported school attendance. The findings are discussed in relation to the program and other prevention efforts.","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.09601669013500214, 0.9767207503318787, 0.006823874544352293, 0.011645972728729248, 0.009524689055979252, 0.02258649654686451, 0.8426658511161804, 0.011199064552783966, 0.10268457233905792]"
