,Text,Ground truth,Prediction,Probability
220,"related authorship trends in movement science journals 1991 1996 The purpose of this paper is to answer three questions related to authorship trends in movement science journals: 1) Do movement science journals publish significant numbers of articles by women?, 2) How does the rate of publication by women in movement science journals compare to that in other fields?, and 3) Has the number of journal articles published by women in the movement sciences changed throughout 1990’s (1991-1996)? Six movement science journals were selected for inclusion in this study. Two trained investigators conducted hand searches of journals and frequency counts were performed for the total number of authors and articles, and the gender of the first through fourth authors. Percentage of women authors was ascertained using the following formula: [total number of women authors / total number of authors] × 100. Percentage of articles in which a woman made a contribution was calculated as follows: [number of articles with at least I woman author / total number of articles] × 100. Number of ar...","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[5.5387886277458165e-06, 2.463100145178032e-06, 9.412026997779321e-07, 0.9999701976776123, 8.108284532681864e-07, 4.911967153020669e-06, 1.159955559160153e-06, 6.669776553280826e-07, 4.141859790252056e-06]"
221,"inequalities in bariatric surgery in australia findings from 49 364 obese participants in a prospective cohort study OBJECTIVES To investigate variation, and quantify socioeconomic inequalities, in the uptake of primary bariatric surgery in an obese population. DESIGN, SETTING AND PARTICIPANTS Prospective population-based cohort study of 49,364 individuals aged 45-74 years with body mass index (BMI)≥30 kg/m2. Data from questionnaires (distributed from 1 January 2006 to 31 December 2008) were linked to hospital and death data to 30 June 2010. The sample was drawn from the 45 and Up Study (approximately 10% of New South Wales population aged 45 included, response rate approximately 18%). MAIN OUTCOME MEASURES Rates of bariatric surgery and adjusted rate ratios (RRs) in relation to health and sociodemographic characteristics. RESULTS Over 111,757 person-years (py) of follow-up, 312 participants had bariatric surgery, a rate of 27.92 per 10,000 py (95% CI, 24.91-31.19). Rates were highest in women, those living in major cities and those with diabetes, and increased significantly with a higher BMI and number of chronic health conditions. Adjusted RRs were 5.27 (95% CI, 3.18-8.73) for those with annual household income≥ $70 000 versus those with household income<$20,000, and 4.01 (95% CI, 2.41-6.67) for those living in areas in the least disadvantaged quintile versus those in the most disadvantaged quintile. Having versus not having private health insurance (age- and sex-adjusted RR, 9.25; 95% CI, 5.70-15.00) partially explained the observed inequalities. CONCLUSIONS Bariatric surgery has been shown to be cost-effective in treating severe obesity and associated illnesses. While bariatric surgery rates in Australia are higher in those with health problems, large socioeconomic inequalities are apparent. Our findings suggest these procedures are largely available to those who can afford private health insurance and associated out-of-pocket costs, with poor access in populations who are most in need. Continuing inequalities in access are likely to exacerbate existing inequalities in obesity and related health problems.","[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[0, 0, 0, 1, 0, 0, 1, 0, 1]","[0.14730267226696014, 0.07247579097747803, 4.762295304772124e-07, 0.999855637550354, 8.227752346101624e-07, 6.732348083460238e-06, 0.9999988079071045, 5.244383487479354e-07, 0.9999281167984009]"
222,"assessing the impact of a school based latrine cleaning and handwashing program on pupil absence in nyanza province kenya a cluster randomized trial Improving school water, sanitation and hygiene (WASH) conditions reduces pupil absence and illness. However, these benefits may depend on the conditions of the latrines and availability of consumables. We sought to determine whether a low-cost, policy-relevant, environmental-level latrine cleaning intervention could improve latrine cleanliness, increase its use and reduce absenteeism. methods In a three-arm, cluster-randomized trial we assessed absence via periodical roll-call among 17 564 pupils in 60 schools that had previously received WASH improvements as part of the SWASH+ project. Latrine conditions and use were also assessed using structured observation. Latrine cleanliness increased significantly during the post-intervention period among schools receiving the latrine cleaning package compared to controls, as did handwashing with soap. We found no difference in latrine use and absence across arms. The additive impact of cleaning may not have been strong enough to impact absence above and beyond reductions attributable to the original WASH infrastructure improvements and basic hygiene education the schools previously received. Improving latrine conditions is important for the dignity and well-being of pupils, and investments and strategies are necessary to ensure that school toilets are clean and pupil-friendly.","[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1, 0, 1, 1, 0, 1, 0, 0, 0]","[0.9999974966049194, 3.903733158949763e-06, 0.9992178678512573, 0.9960854053497314, 2.084315383399371e-06, 0.9996830224990845, 5.7069119065999985e-06, 7.124411922632135e-07, 3.2028988243837375e-06]"
223,"multiple daily injections in young patients using the ezy bicc bolus insulin calculation card compared to mixed insulin and csii Objective: To describe the easy bolus insulin calculation card (ezy-BICC) approach to multiple daily injections and to compare in an observational study, the haemoglobin A1c (HbA1c) achieved while using ezy-BICC, mixed insulin injections and continuous subcutaneous insulin infusion (CSII). Methods: HbA1c results from 7121 clinic visits by 573 patients aged 1–20 yr using the three methods between June 2000 and July 2008 were reviewed. Results: For mixed insulin median, mean and SD HbA1c were 8.3%, 8.3%, 1.33, for ezy-BICC, 7.6%, 7.7%, 1.40, and for CSII, 7.6%, 7.8%, 1.31. HbA1c increases with age significantly more in those using CSII (p 12 yr, HbA1c is lower while using ezy-BICC than CSII. HbA1c increases 0.2% per yr following diagnosis for 2.8 yr. In those who change from mixed insulin to ezy-BICC after this time, the mean HbA1c is 0.5% lower by 9 months, 0.7% lower at 21 months and 0.6% lower at 24 months (p < 0.05). Conclusions: The ezy-BICC system is inexpensive and convenient and allows patients to vary meal size. Subjects achieve lower HbA1c while using CSII and ezy-BICC MDI than with mixed insulin. Very young subjects achieve excellent HbA1c using CSII, but for 12 to 20 yr-old patients, ezy-BICC results in lower HbA1c than CSII for a lower cost.","[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1, 0, 0, 1, 0, 0, 0, 0, 0]","[0.999997615814209, 8.874171157913224e-07, 1.010079131447128e-06, 0.9999583959579468, 8.457414537588193e-07, 1.6908510588109493e-05, 2.578240810180432e-06, 5.554549602493353e-07, 3.6472897591011133e-06]"
224,"electronic nicotine delivery systems international tobacco control four country survey Results: Overall, 46.6% were aware of ENDS (U.S.: 73%, UK: 54%, Canada: 40%, Australia: 20%); 7.6% had tried ENDS (16% of those aware of ENDS); and 2.9% were current users (39% of triers). Awareness of ENDS was higher among younger, non-minority smokers with higher incomes who were heavier smokers. Prevalence of trying ENDS was higher among younger, nondaily smokers with a high income and among those who perceived ENDS as less harmful than traditional cigarettes. Current use was higher among both nondaily and heavy (20 cigarettes per day) smokers. In all, 79.8% reported using ENDS because they were considered less harmful than traditional cigarettes; 75.4% stated that they used ENDS to help them reduce their smoking; and 85.1% reported using ENDS to help them quit smoking.","[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[1, 1, 0, 1, 0, 1, 1, 0, 0]","[0.9998099207878113, 0.9999971389770508, 0.34646785259246826, 0.9999059438705444, 5.0646708587009925e-06, 0.9535192847251892, 0.9958891272544861, 3.0280862119980156e-06, 2.8857743927801494e-06]"
225,how would we know what works context and complexity in the evaluation of community involvement In 2002 the UK Home Office commissioned a review of research on community involvement in area-based initiatives. This found comparatively few studies that set out to measure the impact rather than ...,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 0, 1]","[0.004839313216507435, 2.010054458878585e-06, 1.1060187716793735e-06, 8.398193313041702e-05, 1.3786166164209135e-06, 1.9065866581513546e-05, 0.9999674558639526, 1.6431255289717228e-06, 0.9921920895576477]"
226,"adolescent males awareness of and willingness to try electronic cigarettes Purpose Electronic cigarettes (e-cigarettes) are a new type of device that delivers vaporized nicotine without the tobacco combustion of regular cigarettes. We sought to understand awareness of and willingness to try e-cigarettes among adolescent males, a group that is at risk for smoking initiation and may use e-cigarettes as a “gateway” to smoking.","[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0, 1, 0, 1, 0, 0, 0, 0, 0]","[5.199436600378249e-06, 0.9999959468841553, 1.6495580439368496e-06, 0.9998809099197388, 1.0797725735756103e-06, 3.1915391446091235e-05, 0.0005060526309534907, 7.121952876332216e-07, 5.117504315421684e-06]"
227,"a two year evaluation of the wood rock youth development project The efficacy of a school-based initiative in reducing and/or preventing alcohol, tobacco, and drug (ATD) use in “at-risk” youth was examined. This evaluation represents a final report on the Woodrock Youth Development Project (YDP). Data from two cohorts, representing two academic program years, were combined to yield a final sample of 718 elementary and middle school youth. Youth were assigned randomly to either an experimental or control condition. Surveys containing several psychosocial measures were administered at pretest and posttest. Analyses of covariance (ANCOVA) were used to examine the impact of YDP on ultimate and intermediate outcome variables. Findings indicated that YDP participation was related to significant reductions in self-reported substance abuse in the last month and in lifetime as well as improvements in race relations and self-reported school attendance. The findings are discussed in relation to the program and other prevention efforts.","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 0, 0, 0, 0, 1, 0, 0]","[0.0033917247783392668, 0.9999971389770508, 5.331702368494007e-07, 8.560880814911798e-05, 9.719219633552711e-07, 3.730173375515733e-06, 0.9999980926513672, 9.97165670924005e-07, 7.007392468949547e-06]"
228,"use of physical therapy services among middle aged and older adults with multiple sclerosis Background There is limited understanding of the utilization of and perceived need for physical therapy services among middle-aged and older adults with multiple sclerosis (MS). The resulting knowledge gap compromises efforts for physical therapy service planning for this population. Objective The purpose of this study was to examine the use of and need for physical therapy services in a sample of adults with MS living in the Midwestern United States. Design This was a cross-sectional, descriptive study. Methods Data from telephone interviews with 1,065 people with MS, aged 45 to 90 years, were used for the study. A multinomial regression model was used to determine factors associated with use of physical therapy services (never, within the past year, more than a year ago). Logistic regression analysis examined factors associated with unmet needs for these services. Results Thirty-six percent of the sample reported never using physical therapy services, 33% reported using physical therapy services within the past year, and 31% reported using physical therapy services more than a year prior to the interview. Factors associated with recent use of physical therapy services included living in an urban or suburban community, deteriorating MS status, experiencing problems with spasticity (ie, hypertonicity), having difficulty moving inside the house, being hospitalized in the past 6 months, and seeing a family physician. These same factors were associated with unmet needs. Limitations Physical therapy service use was self-reported. Data were collected in 5 Midwestern states from people 45 years of age or older, which may limit generalizability. Conclusions Factors associated with use of and need for physical therapy services reflect issues of access (geographical, referrals), MS status, and mobility difficulties.","[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[1, 1, 0, 1, 0, 0, 0, 0, 1]","[0.9977924823760986, 0.9999381303787231, 2.499112497389433e-06, 0.564935028553009, 5.601889938589011e-07, 0.0010338780703023076, 0.04840116947889328, 5.419646527116129e-07, 0.9999804496765137]"
229,"cost utility analysis of a medication review with follow up service for older adults with polypharmacy in community pharmacies in spain the consigue program The concept of pharmaceutical care is operationalized through pharmaceutical professional services, which are patient-oriented to optimize their pharmacotherapy and to improve clinical outcomes. The objective of this study was to estimate the incremental cost-effectiveness ratio (ICER) of a medication review with follow-up (MRF) service for older adults with polypharmacy in Spanish community pharmacies against the alternative of having their medication dispensed normally. The study was designed as a cluster randomized controlled trial, and was carried out over a time horizon of 6 months. The target population was older adults with polypharmacy, defined as individuals taking five or more medicines per day. The study was conducted in 178 community pharmacies in Spain. Cost-utility analysis adopted a health service perspective. Costs were in euros at 2014 prices and the effectiveness of the intervention was estimated as quality-adjusted life-years (QALYs). In order to analyze the uncertainty of ICER results, we performed a non-parametric bootstrapping with 5000 replications. A total of 1403 older adults, aged between 65 and 94 years, were enrolled in the study: 688 in the intervention group (IG) and 715 in the control group (CG). By the end of the follow-up, both groups had reduced the mean number of prescribed medications they took, although this reduction was greater in the IG (0.28 ± 1.25 drugs; p < 0.001) than in the CG (0.07 ± 0.95 drugs; p = 0.063). Older adults in the IG saw their quality of life improved by 0.0528 ± 0.20 (p < 0.001). In contrast, the CG experienced a slight reduction in their quality of life: 0.0022 ± 0.24 (p = 0.815). The mean total cost was €977.57 ± 1455.88 for the IG and €1173.44 ± 3671.65 for the CG. In order to estimate the ICER, we used the costs adjusted for baseline medications and QALYs adjusted for baseline utility score, resulting in a mean incremental total cost of −€250.51 ± 148.61 (95 % CI −541.79 to 40.76) and a mean incremental QALY of 0.0156 ± 0.004 (95 % CI 0.008–0.023). Regarding the results from the cost-utility analysis, the MRF service emerged as the dominant strategy. The MRF service is an effective intervention for optimizing prescribed medication and improving quality of life in older adults with polypharmacy in community pharmacies. The results from the cost-utility analysis suggest that the MRF service is cost effective.","[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[1, 0, 0, 1, 0, 0, 1, 0, 0]","[0.9951194524765015, 8.46368436668854e-07, 2.3863422029535286e-06, 0.9999704360961914, 9.708481911729905e-07, 7.368529622908682e-06, 0.9999665021896362, 9.756263352755923e-07, 7.395915872621117e-06]"
230,"analysis of different communication channels for promoting hygiene behaviour A hygiene intervention study reduced diarrhoeal disease transmission in rural northeast Thailand by promoting hand-washing and dish-washing behaviour. Most of the target audience did not recognize a connection between these behaviours and diarrhoeal disease, and therefore a social marketing approach was used to develop a campaign promoting behaviours through a variety of communication channels keeping messages simple and in terms understood by the community. Overall, there was a strong correlation between the number of communication channels remembered by respondents and their knowledge score, with passive channels of printed media such as stickers, posters and leaflets associated with significantly higher scores than other channels. However, the same did not hold true for improvement in actual behaviour and only school children were associated with significantly less fingertip contamination. In-depth interviews with conformers and non-conformers suggested that although most knew the intervention messages well enough, the importance they attached to them differed markedly. Thus dissemination of message knowledge was not consistent with the process of dissemination of actual practice. Where a strong sense of community spirit existed, friends, relatives and neighbours were more likely to discuss intervention activities with each other.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 1, 1, 0, 1, 0, 0, 0]","[0.9999949932098389, 0.006001695059239864, 0.9982120990753174, 0.9950792789459229, 0.0011364584788680077, 0.999648928642273, 7.710360478085931e-06, 5.6802502967912e-07, 4.543816430668812e-06]"
231,"guiding healthier food choice systematic comparison of four front of pack labelling systems and their effect on judgements of product healthiness Different front-of-pack (FOP) labelling systems have been developed in Europe by industry and organisations concerned with health promotion. A study (n 2068) was performed to establish the extent to which inclusion of the most prevalent FOP systems--guideline daily amounts (GDA), traffic lights (TL), GDA+TL hybrid (HYB) and health logos (HL)--impact consumer perceptions of healthiness over and above the provision of a FOP basic label (BL) containing numerical nutritional information alone. The design included within- and between-subjects factors. The within-subjects factors were: food (pizzas, yogurts and biscuits), healthiness of the food (high health, medium health and low health) and the repeated measurements under BL and test FOP label conditions. The between-subjects factors were: the system (GDA, TL, GDA+TL hybrid, HL), portion size (typical portion size and a 50% reduction of a typical portion) and country (the UK, Germany, Poland and Turkey). Although the FOP systems tested did result in small improvements for objective understanding under some conditions, there was little difference between the provision of an FOP label containing basic numerical nutritional information alone or between the various systems. Thus, any structured and legible presentation of key nutrient and energy information on the FOP label is sufficient to enable consumers to detect a healthier alternative within a food category when provided with foods that have distinctly different levels of healthiness. Future research should focus on developing greater understanding of the psychological and contextual factors that impact motivation and the opportunity to use the various FOP systems in real-world shopping settings.","[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[1, 0, 0, 1, 0, 1, 0, 0, 0]","[0.9999781847000122, 5.2761356528208125e-06, 7.423545866913628e-06, 0.9999381303787231, 6.726718311256263e-07, 0.9912362098693848, 0.05249256640672684, 1.1527610013217782e-06, 2.5206494683516212e-05]"
232,"developing ethical practices for public health research data sharing in south africa the views and experiences from a diverse sample of research stakeholders The abundance of South African clinical and public health research data has the potential to unlock important and valuable future advances in biomedical science. Amid increasing calls for more effective sharing of individual-level data, commitment to promote access to research data is evident within South Africa’s public research sector, but national guidance and regulation are absent. This qualitative study examined the perceptions, experiences and concerns of 32 research stakeholders about data-sharing practices. There was consensus about the utility of data sharing in publicly funded health research. However, disparate views emerged about the possible harms and benefits of sharing data and how these should be weighed. The relative dearth of policies governing data-sharing practices needs to be addressed and a framework of support developed that incentivizes data-sharing practices for researchers that are both ethical and effective.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0011716060107573867, 1.3905520290791173e-06, 9.839500307862181e-07, 0.05556894838809967, 8.945408467297966e-07, 2.999971911776811e-06, 1.3430155831883894e-06, 6.102660336182453e-06, 1.1623891623457894e-05]"
233,"benefits arising from lay involvement in community based public health initiatives the experience from community nutrition Aims: To explore the experiences of lay food and health workers (LFHW) and professionals involved in delivering local food and health initiatives, to improve understanding of the perceived benefits associated with their involvement and wider opportunities for promoting health. Study design: An interpretive qualitative inquiry. Setting: Community-based NHS LFHW programmes in 16 locations serving less-affluent neighbourhoods across England, UK. Subjects: Twenty nine (29) food and health professionals, 53 LFHW employed by and associated with the management or day-to-day implementation of 16 LFHW initiatives in the study. Findings: Salient benefits identified at service, individual lay worker and community levels were: increased service coverage and ability to reach the ‘hard to reach’; personal development; and enhanced social support. Conclusions: This study highlights previously unreported benefits related to the direct experiences of lay people used in community nutrition in the UK, which go beyond those associated with professional-led initiatives, suggesting the need to adopt a broader view of lay involvement in the UK public health workforce.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.9999939203262329, 1.6024778233258985e-06, 8.577296739531448e-07, 0.00018259174248669297, 5.948101602371025e-07, 3.9696692510915454e-06, 5.147053343534935e-06, 4.888265152658278e-07, 0.03485957533121109]"
234,"post surgical physical activity enhancing program for elderly patients after hip fracture a randomized controlled trial Background: Hip fracture seriously influences an elderly person’s life and mobility, independent living, and causes earlier mortality. Although surgery is generally successful, many of the elderly suffer from decreased physical ability after surgery for hip fracture. Objectives: To determine the effects of a physical activity enhancing program (PEP) on the level of physical activity of elderly patients after surgical treatment of hip fracture. Methods: A randomized controlled trial of 46 elderly patients was conducted at King Chulalongkorn Memorial Hospital from January 2012 to February 2013 to evaluate the effectiveness of the Resnick self-efficacy model (2009) compared with standard care in improving physical activity. The participants were enrolled on a criteria basis and were block randomized into two groups. The intervention group attended four phases of physical training and efficacy based intervention comprising assessment, preparation, practicing, and evaluation phases with face-to-face contact and five telephone calls during seven weeks post-surgery. Results: Six weeks after discharge, the physical activity of the intervention group increased by significantly more than the control group (F 1,43 = 9.63, P < 0.01), with an effect size of 0.18 after controlling for preoperative physical activity. The ratio of the effect on physical activity induced by the PEP was higher than that induced by usual care (65.2% vs. 47.8%). Conclusion: PEP is effective at improving physical activity. Efforts to follow up for longer periods and with studies using larger populations are recommended.","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[1, 0, 0, 1, 0, 1, 0, 1, 0]","[0.9999896287918091, 3.697349256981397e-06, 1.9024099628950353e-06, 0.9987797141075134, 1.131363092099491e-06, 0.9997417330741882, 5.29766475665383e-06, 0.7944432497024536, 0.0009412065264768898]"
235,"comparison of the effect of two systems for the promotion of exclusive breastfeeding Summary Background Promotion of breastfeeding is an important child-survival intervention, yet little is known about which promotional strategies are the most effective. We aimed to compare the effects on rates of breastfeeding of two systems for promotion of breastfeeding in Brazil—a hospital-based system and the same system combined with a programme of home visits. Methods In February, 2001, maternity staff from two hospitals in Pernambuco, Brazil, were trained according to the Baby-Friendly Hospital Initiative (BFHI). In a randomised trial between March and August, 2001, 350 mothers giving birth at these hospitals were assigned ten postnatal home visits to promote and support breastfeeding (n=175) or no home visits (n=175). Breastfeeding practices were studied on days 1, 10, 30, 60, 90, 120, 150, and 180 by researchers unaware of group allocation. The primary outcome measure was the rate of exclusive breastfeeding from birth to 6 months. Analyses were by intention to treat. Findings The hospital-training intervention achieved a high rate (70%) of exclusive breastfeeding in the hospitals, but this rate was not sustained at home and at 10 days of age only 30% of infants were exclusively breastfed The patterns of exclusive breastfeeding in the two trial groups for days 10–180 differed significantly (p Interpretation The BFHI achieves high rates of exclusive breastfeeding in hospital; however, in Brazil at least, the rates fall rapidly thereafter. Reliance on the BFHI as a strategy for breastfeeding promotion should be reassessed. A combination of promotional systems (hospital-based and in the community) is needed.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0, 1, 0, 0]","[0.9999129772186279, 8.863987090990122e-07, 1.7863787888927618e-06, 0.0001209304464282468, 7.589612778247101e-07, 4.357649959274568e-05, 0.9999985694885254, 4.802833473149803e-07, 6.13890661043115e-05]"
236,"parenting and early development among children of drug abusing women effects of home intervention Objective. To evaluate the efficacy of home intervention with drug-abusing women on parenting behavior and attitudes, and on children9s development. Design. A randomized, clinical trial of 60 drug-abusing women recruited prenatally and randomized into an intervention (n = 31) or comparison (n = 29) group. There were no group differences in gestational age, 1-minute Apgar scores, duration of hospital stay, or neonatal abstinence score. Intervention infants were slightly heavier (P = .098) and had slightly lower 5-minute Apgar scores (P = .089). Most mothers were single, African-American, multiparous, and non-high school graduates from low income families. Approximately 40% of the women were human immunodeficiency virus (HIV)-positive, all admitted to either cocaine and/or heroin use, and 62% had a history of incarceration. Intervention and comparison group women did not differ on any background variables. Interventions. All children received primary care in a multidisciplinary clinic. Biweekly home visits were provided by a nurse beginning before delivery and extending through 18 months of life. The intervention was designed to provide maternal support and to promote parenting, child development, the utilization of informal and formal resources, and advocacy. Measurements. Behavioral measures included self-reported ongoing drug abuse, compliance with primary care appointments, and an observation of the child-centered quality of the home (HOME Scale). Parenting attitudes were measured by the Child Abuse Potential Inventory (CAPI) and the Parenting Stress Index. The CAPI was administered before initiating the intervention and the Parenting Stress Index was administered when the children were 3 months of age. Both scales were repeated when the children were 18 months of age. Developmental status was measured with the Bayley Scales of Infant Development administered at 6, 12, and 18 months. Analyses. Repeated measures multivariate analyses of variance were used to examine changes in parenting attitudes and children9s development. Analyses of covariance were used to examine compliance with primary care appointments and the quality of the home. Logistic regression was used to examine ongoing drug abuse. Birth weight and maternal education were used as covariates in all analyses. To control for social desirability, the faking-good index of the CAPI was included as a covariate in analyses involving self-report measures. Main results. Women in the intervention group were marginally more likely to report being drug-free (P = .059) and were compliant with primary care appointments for their children (P = .069). Based on the HOME Scale, women in the intervention group were more emotionally responsive (P = .033) and provided marginally more opportunities for stimulation (P = .065). At 18 months parents reported more normative attitudes regarding parenting and more child-related stress than they had initially, but the differences were not related to intervention status. At 6 months infants in the intervention group obtained marginally higher cognitive scores (P = .099); at 12 and 18 months there were no differences. Conclusions. The findings suggest a cautious optimism regarding the efficacy of early home intervention among drug-abusing women in promoting positive behaviors. Subsequent investigations of home intervention should include larger sample sizes and more intensive options.","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[0, 1, 0, 0, 0, 0, 1, 0, 1]","[9.58253258431796e-06, 0.9999536275863647, 0.11980653554201126, 0.00020447824499569833, 5.690020543624996e-07, 0.0009727009455673397, 0.9999988079071045, 4.6523493324457377e-07, 0.9999822378158569]"
237,"evaluation of a community based aging intervention program This study evaluated the outcome and process of a community-based aging intervention program for the elderly in Taiwan. The program included education on nutrition and dietary behavior and on physical activities. Outcome and process evaluations were conducted. The program may have had some effects on decreasing some dietary behavioral problems and increasing regular exercise, but the effect on health outcome was not proved. The strength of this program was its proper design, dosage, and implementation; the weaknesses included a low participation rate, low commitment and continuity, and selection bias for the nonparticipants who might be frailer than the actual participants.","[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1, 0, 1, 0, 0, 0]","[5.961645456409315e-06, 1.3838882750860648e-06, 3.337303951411741e-06, 0.9923869371414185, 3.0195617455319734e-06, 0.9768682718276978, 3.1951192340784473e-06, 1.0231341320832144e-06, 0.027306806296110153]"
238,"evaluation of a community based intervention to increase breastfeeding prevalence Background The aim of the study was to determine whether peer counselling in the antenatal and post-natal period would increase the prevalence and duration of breastfeeding among low-income women in Glasgow. Methods The study was designed as a quasi-experimental evaluation of a community-based breastfeeding promotion programme. The intervention comprised peer counselling of pregnant women, support of breastfeeding mothers and local awareness-raising activities. The study subjects were all women attending the antenatal booking clinic resident in either the intervention or control area. Data were collected by means of four self-completion questionnaires, two administered antenatally and two post-natally. The proportions intending to breastfeed or breastfeeding in the intervention and control groups were compared at each assessment and over time. Results Of the 995 women enrolled in the study, data were available for analysis on 919 (92 per cent) to 6 weeks postnatally. At booking, 18 per cent of the intervention group and 21 per cent of the control group stated an intention to breastfeed. At delivery, the proportions initiating breastfeeding were 23 per cent of the intervention subjects and 20 per cent of the controls, and by 6 weeks post-natally, the proportion providing any breast milk had declined to 10 per cent of the intervention group and 8 per cent of the control group. Using multivariate analysis to adjust for factors (such as socio-economic status) known to influence breastfeeding, the breastfeeding prevalence was significantly higher in the intervention group relative to the controls at delivery [odds ratio (OR) 2.0; 95 per cent confidence interval (CI) 1.2‐3.1, p = 0.006]. By 6 weeks post-natally the difference between the two groups was not statistically significant (OR 1.8; 95 per cent CI 1.0‐3.4, p = 0.07). Conclusions As the impact of the intervention was not sustained even for the modest duration of 6 weeks postnatally, it would be premature to justify widespread use of peer support programmes to increase the prevalence of breastfeeding in socially disadvantaged communities.","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 1, 0, 1]","[0.00011084674042649567, 0.9999490976333618, 8.870769079294405e-07, 6.664652028121054e-05, 6.709304898322443e-07, 1.1510952390381135e-05, 0.9999990463256836, 4.6509029516528244e-07, 0.998230516910553]"
239,"outcome and predictors of functional recovery 5 years following pediatric traumatic brain injury tbi Objectives The aim was to examine functional outcomes following traumatic brain injury (TBI) during early childhood, to investigate impairments up to 5 years postinjury and identify predictors of outcome. Methods The study compared three groups of children (mild = 11, moderate = 22, severe = 15), aged 2.0-6.11 years at injury, to a healthy control group (n = 17). Using a prospective, longitudinal design, adaptive abilities, behavior, and family functioning were investigated acutely, 6, 30 months and 5 years postinjury, with educational progress investigated at 30 months and 5 years postinjury. Results A strong association was suggested between injury severity and outcomes across all domains. Further, 5-year outcomes in adaptive and behavioral domains were best predicted by preinjury levels of child function, and educational performance by injury severity. Conclusion Children who sustain a severe TBI in early childhood are at greatest risk of long-term impairment in day-to-day skills in the long-term postinjury.","[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 1, 1, 0, 0]","[4.940130565955769e-06, 0.00026434395113028586, 8.231534707192623e-07, 0.9998207688331604, 5.925731443312543e-07, 0.9997970461845398, 0.9999985694885254, 2.3441373286914313e-06, 3.52484767063288e-06]"
240,"postpartum depression women s help seeking behaviour and perceptions of cause Research on postnatal depression has largely concentrated on investigating its possible causes. There have been few attempts to examine women s own perceptions and experiences of the condition or to explore the implications which these might have for help seeking and professional intervention. This paper reports on the experiences of depression of a sample of 60 first-time mothers. For the purposes of the study, depression was defined as the experience of depressed mood for a period of at least 2 weeks at some stage during the first 9 months postpartum. On this definition, depression was reported by a high proportion of the mothers (63%) and was found to be of early onset and lengthy duration. The majority of depressed mothers did not seek help from any source and only a quarter of them consulted a health professional. These low rates of consultation are explained in terms of mothers perceptions of the cause of their depression, their ideas about appropriate solutions and their reluctance to admit to experiencing emotional difficulties. The implications of the study for intervention by health professionals are discussed.","[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1, 1, 0, 1, 0, 1, 0, 0, 1]","[0.9999822378158569, 0.9986395239830017, 0.0022277578245848417, 0.9999704360961914, 7.884424348958419e-07, 0.9940093755722046, 6.43940620648209e-06, 7.06356502178096e-07, 0.9999160766601562]"
